-158,5,2072,-26,21,-1,
-138,20,1998,-70,101,6,
-150,33,2035,-228,125,1,
-154,-16,1999,-103,99,3,
-173,-15,2042,-85,104,22,
-167,2,2091,-157,127,21,
-171,-12,2047,-181,173,-8,
-180,-29,2070,-213,156,4,
-191,-46,2032,-88,127,21,
-191,-29,2017,-113,144,16,
-196,-18,2061,-214,166,-9,
-209,-65,2032,-148,150,-6,
-213,-69,2043,-114,111,12,
-219,-57,2056,-84,101,-7,
-212,-70,2018,-72,108,-5,
-224,-72,2055,-78,90,9,
-230,-84,2033,24,54,2,
-228,-72,2036,27,36,-3,
-224,-61,2045,-37,43,0,
-224,-69,2027,31,36,5,
-226,-77,2043,79,-1,8,
-227,-56,2049,98,-19,8,
-225,-46,2030,69,-25,10,
-226,-45,2047,46,-53,3,
-224,-61,2034,140,-83,-8,
-209,-40,2040,146,-78,9,
-208,-18,2050,87,-76,11,
-212,-26,2036,88,-80,-9,
-206,-31,2044,112,-101,-10,
-194,-17,2035,153,-105,8,
-184,1,2039,121,-100,4,
-195,6,2052,58,-94,-23,
-184,-3,2040,87,-94,-15,
-176,2,2043,100,-94,14,
-170,18,2049,79,-79,5,
-171,21,2048,28,-61,-8,
-170,11,2049,3,-66,-5,
-161,8,2045,42,-61,7,
-154,17,2050,17,-40,-2,
-151,27,2060,-40,-25,-9,
-152,18,2047,-57,-3,2,
-156,8,2055,-41,-2,6,
-154,13,2046,-49,13,-4,
-150,21,2043,-95,32,0,
-158,13,2053,-125,49,-3,
-157,-8,2048,-104,55,-6,
-159,-11,2051,-96,61,1,
-158,5,2054,-128,88,2,
-170,-14,2042,-146,104,-3,
-166,-29,2050,-128,109,2,
-175,-26,2050,-106,105,13,
-177,-29,2046,-128,113,4,
-178,-35,2047,-141,128,-5,
-191,-48,2041,-109,128,4,
-190,-45,2042,-84,107,11,
-194,-40,2046,-89,101,7,
-198,-49,2040,-94,107,-5,
-203,-62,2040,-68,98,3,
-211,-60,2035,-26,84,15,
-207,-54,2038,-19,67,6,
-212,-51,2048,-33,69,0,
-216,-63,2042,-7,64,5,
-222,-57,2042,13,45,3,
-219,-53,2041,43,26,-2,
-215,-53,2042,33,16,2,
-221,-52,2047,33,8,1,
-217,-52,2034,73,-16,5,
-220,-46,2041,84,-39,-1,
-212,-45,2042,83,-42,1,
-208,-40,2044,78,-41,4,
-208,-39,2044,95,-50,5,
-213,-38,2045,117,-75,-2,
-205,-26,2046,111,-73,7,
-196,-15,2054,96,-71,5,
-206,-12,2044,93,-74,4,
-195,-8,2040,90,-84,-2,
-191,-6,2044,96,-88,-2,
-184,3,2051,74,-83,-7,
-182,7,2046,49,-78,0,
-178,4,2046,47,-80,-5,
-170,3,2052,51,-81,-5,
-163,6,2046,36,-68,2,
-165,19,2044,-1,-49,-6,
-163,10,2052,-20,-43,-7,
-156,5,2048,-18,-31,-8,
-160,5,2049,-28,-17,0,
-150,6,2050,-56,-1,2,
-154,1,2048,-68,18,-3,
-153,-2,2048,-64,25,-5,
-158,-4,2047,-64,36,-1,
-158,0,2049,-91,49,2,
-158,-5,2051,-105,57,-1,
-162,-16,2051,-103,74,-5,
-171,-12,2053,-95,79,1,
-171,-12,2053,-115,85,6,
-166,-24,2046,-128,100,-1,
-172,-32,2051,-121,103,2,
-176,-34,2045,-101,99,7,
-178,-35,2042,-102,103,-1,
-180,-38,2043,-101,99,3,
-189,-46,2045,-77,99,0,
-194,-47,2038,-58,101,11,
-199,-49,2043,-52,98,4,
-199,-48,2038,-50,91,1,
-206,-52,2039,-28,81,10,
-212,-53,2045,-10,70,11,
-207,-54,2046,-13,65,8,
-211,-51,2044,-11,58,6,
