0,-2,162,2046,-20,12,2,
0,-2,161,2039,-18,14,4,
0,4,162,2047,-25,9,3,
0,3,165,2047,-8,18,-3,
0,-2,160,2040,-8,16,7,
0,8,161,2043,-20,18,1,
0,0,163,2035,-16,21,-4,
0,-4,159,2048,-9,11,4,
0,-5,159,2044,-7,12,-3,
0,-6,155,2041,-9,19,-3,
0,-1,159,2040,-4,19,3,
0,-4,162,2034,-2,16,-8,
0,-5,161,2040,-5,15,0,
0,-9,157,2045,-2,12,5,
0,-4,166,2044,-4,15,-3,
0,3,163,2048,-1,16,-3,
0,-2,161,2041,-5,12,0,
0,-1,165,2042,0,13,-3,
0,-2,168,2040,5,9,3,
0,-5,167,2046,1,9,-3,
0,-2,169,2044,-5,16,-1,
0,-1,163,2035,0,2,8,
0,-5,163,2039,-2,11,-3,
0,-2,167,2041,-4,13,-3,
0,-7,163,2040,-7,6,5,
0,4,165,2042,-4,13,2,
0,7,171,2046,-7,9,-3,
0,-6,174,2046,-9,9,2,
0,1,168,2045,-14,13,-5,
0,-2,169,2043,-12,14,11,
0,-6,173,2036,-15,9,-1,
0,-5,164,2044,-16,11,-5,
0,-3,166,2043,-16,8,3,
0,6,170,2043,-17,15,0,
0,0,166,2039,-21,17,-4,
0,-6,169,2047,-22,10,5,
0,-5,172,2043,-17,18,-7,
0,2,159,2039,-22,13,1,
0,2,156,2043,-23,17,2,
0,-3,167,2039,-17,17,-3,
0,-1,160,2041,-22,16,2,
0,-2,163,2042,-23,15,0,
0,0,165,2041,-19,16,-6,
0,-1,160,2045,-20,13,4,
0,0,162,2044,-20,16,0,
0,-7,162,2040,-21,14,-2,
0,4,165,2040,-19,15,4,
0,-3,154,2041,-18,18,-6,
0,-5,159,2041,-13,18,-1,
0,-9,164,2041,-16,13,3,
0,-11,160,2040,-14,13,0,
0,0,159,2041,-7,11,7,
0,-8,161,2048,-11,16,6,
0,0,162,2039,-12,8,-1,
0,-10,165,2036,-9,11,2,
0,-5,163,2042,-6,15,-5,
0,-3,165,2039,0,14,-2,
0,-1,166,2042,-1,11,7,
0,-3,158,2042,-6,15,0,
0,-1,161,2047,-3,17,3,
0,2,168,2045,-3,8,6,
0,-5,168,2040,-4,12,3,
0,4,160,2038,-8,2,6,
0,-1,168,2036,3,14,0,
0,1,162,2041,-4,13,1,
0,-1,171,2045,-3,13,9,
0,-4,167,2046,-7,11,0,
0,-3,162,2040,-10,15,-1,
0,-1,167,2040,-10,12,2,
0,-2,167,2044,-8,12,4,
0,-1,171,2037,-9,19,-2,
0,-3,168,2036,-6,14,4,
0,-1,165,2042,-9,16,3,
0,-7,164,2036,-12,19,2,
0,5,163,2039,-15,17,3,
0,2,166,2045,-21,17,2,
0,-3,163,2044,-15,15,-3,
0,-2,165,2042,-20,12,1,
0,3,169,2042,-17,18,3,
0,-3,170,2035,-20,13,-1,
0,-1,164,2042,-15,12,3,
0,-1,166,2045,-23,14,4,
0,-1,166,2040,-18,15,3,
0,-3,158,2038,-18,13,5,
0,2,160,2040,-16,18,1,
0,-5,166,2039,-16,14,0,
0,-5,161,2043,-16,12,-3,
0,-1,159,2037,-24,13,2,
0,-9,163,2047,-13,13,-1,
0,-5,156,2045,-14,14,-1,
0,0,164,2036,-17,14,3,
0,2,165,2041,-16,14,3,
0,0,167,2049,-12,16,0,
0,6,159,2038,-10,8,1,
0,-3,157,2035,-12,11,1,
0,-2,158,2041,-3,13,3,
0,-2,164,2035,-11,13,1,
0,-2,163,2045,-18,14,0,
0,4,163,2043,-12,9,-1,
0,1,168,2037,-8,12,-5,
0,-1,164,2043,-1,11,0,
0,2,167,2039,-8,13,2,
0,-3,165,2044,0,16,0,
0,-6,170,2042,-7,17,4,
0,-1,162,2046,-6,9,0,
0,0,172,2039,-8,13,3,
0,-8,162,2043,-11,12,-3,
0,2,168,2041,-1,17,-4,
0,-2,162,2040,-9,12,3,
0,-5,162,2045,-8,16,2,
0,-6,160,2043,-14,17,2,
0,3,163,2049,-16,14,7,
0,-1,165,2042,-12,19,7,
0,2,165,2039,-9,11,-5,
0,-1,165,2048,-13,13,3,
0,-4,166,2039,-9,13,0,
0,-12,164,2041,-14,16,0,
0,3,165,2046,-14,23,4,
0,-6,164,2041,-17,21,2,
0,1,168,2041,-17,10,2,
0,7,160,2040,-15,16,4,
0,7,166,2039,-14,12,1,
0,8,164,2048,-16,9,-5,
0,7,162,2037,-15,6,-2,
0,2,172,2027,-3,21,4,
0,5,169,2026,-17,22,-4,
0,0,164,2040,-27,13,3,
0,7,163,2026,-3,13,2,
0,2,165,2024,-13,19,-8,
0,7,167,2034,-33,10,7,
0,4,163,2042,-22,13,5,
0,-5,161,2037,-2,22,-4,
0,-2,163,2047,-8,14,9,
0,-10,169,2041,-17,19,3,
0,-1,165,2030,-9,17,0,
0,5,161,2033,-11,15,7,
0,-6,163,2037,-17,14,-2,
0,-5,162,2036,-9,19,1,
0,-3,161,2035,-5,18,8,
0,-4,167,2038,-9,15,-1,
0,-2,163,2041,-8,11,2,
0,-1,170,2043,-9,16,6,
0,-7,168,2040,-6,22,-2,
0,-6,162,2043,-21,15,3,
0,-4,164,2049,-10,-7,-13,
0,5,163,2052,-9,28,-29,
0,-2,163,2049,-18,15,33,
0,6,163,2048,-18,22,5,
0,-9,168,2041,-1,30,-38,
0,-7,167,2038,-5,10,27,
0,-2,171,2037,-8,14,12,
0,-4,168,2038,-1,17,-26,
0,-5,171,2039,-5,0,13,
0,0,165,2047,-1,17,-2,
0,-2,171,2045,-20,52,-3,
0,-4,166,2050,-33,17,59,
0,-7,164,2039,-15,11,-14,
0,-5,164,2036,9,19,-59,
0,0,170,2047,-18,8,51,
0,-8,171,2046,-35,19,21,
0,-7,158,2039,-17,5,-39,
0,-4,156,2040,0,-4,-15,
0,-2,171,2047,-20,18,-4,
0,-7,164,2055,-48,16,12,
0,-3,162,2049,-27,0,-26,
0,-5,154,2045,2,8,-72,
0,-1,162,2041,-3,11,-49,
0,-18,178,2062,-36,0,-355,
0,-19,188,2067,-156,4,-834,
0,-8,146,2034,-181,-49,-749,
0,1,127,2037,-82,-5,-671,
0,-17,137,2044,-58,11,-665,
0,-16,127,2047,-75,-87,-407,
0,2,119,2052,-38,-18,-356,
0,-10,111,2033,62,-34,-78,
0,-15,127,2032,121,-81,94,
0,-1,157,2056,101,-13,-110,
0,-7,158,2058,37,-52,0,
0,5,146,2029,64,-56,77,
0,7,147,2038,144,-12,-47,
0,5,175,2055,108,-55,8,
0,24,178,2056,45,-38,10,
0,19,167,2045,66,5,-4,
0,14,168,2035,103,-20,48,
0,7,188,2048,91,-12,-23,
0,19,200,2058,32,19,-44,
0,24,190,2044,15,18,75,
0,22,180,2040,59,30,11,
0,12,197,2047,57,37,-45,
