-75,660,1728,1470,-631,642,
82,775,1737,1542,-622,192,
110,826,1869,1313,-696,364,
114,838,1927,1060,-669,124,
118,548,1877,1266,-653,463,
29,713,1871,1370,-670,421,
124,892,1881,1182,-679,584,
150,760,1871,1532,-628,556,
238,950,2040,1557,-660,486,
264,1092,2115,1244,-697,328,
370,1077,2162,1164,-557,309,
380,1070,2180,1244,-392,289,
342,1120,2180,1341,-308,48,
387,1312,2238,839,-210,124,
277,1154,2175,437,-188,111,
278,911,2132,642,-135,118,
283,1054,2146,656,-102,168,
256,1065,2192,506,-137,84,
278,935,2186,744,-127,210,
203,1040,2101,960,-188,23,
316,1144,2114,788,-163,86,
330,1164,2128,782,-57,15,
430,1404,2152,491,131,-269,
382,1318,2157,-23,172,-353,
368,1168,2178,-182,198,-527,
386,1075,2168,-330,290,-461,
317,1000,2108,-181,317,-460,
300,1084,2131,-342,339,-442,
313,867,2017,-193,427,-308,
252,971,1960,-107,511,-354,
213,1228,2002,-653,489,-490,
248,966,1916,-677,507,-527,
301,1077,1865,-691,640,-579,
237,1294,1943,-1535,673,-690,
221,1005,1825,-1745,757,-917,
228,1046,1866,-2086,896,-919,
159,1005,1831,-2523,1004,-1013,
153,751,1786,-2570,1097,-1005,
160,755,1805,-2664,1230,-1046,
77,687,1798,-2795,1307,-1176,
69,612,1781,-2789,1368,-1285,
10,559,1838,-2931,1460,-1447,
53,352,1756,-2641,1568,-1407,
-78,444,1755,-2670,1574,-1335,
-146,386,1784,-2860,1539,-1454,
-188,213,1753,-2810,1456,-1423,
-226,330,1801,-3100,1315,-1441,
-242,30,1741,-3074,1261,-1555,
-214,-145,1812,-2777,1111,-1204,
-87,186,1777,-3291,1391,-1332,
-345,-161,1778,-3200,1261,-1067,
-360,-98,1723,-3089,1136,-1018,
-321,-33,1717,-3173,1234,-1047,
-386,-209,1714,-2875,1190,-1143,
-318,-188,1769,-2522,1221,-1172,
-382,-120,1729,-2372,1263,-1303,
-476,-68,1745,-2369,1038,-1564,
-458,-191,1794,-2276,812,-1818,
-302,-418,1671,-1730,783,-1904,
-383,-398,1854,-1627,745,-1851,
-468,-534,1898,-1480,519,-1828,
-351,-713,1897,-1047,514,-1454,
-390,-480,1871,-910,584,-1244,
-557,-431,1862,-954,377,-1511,
-356,-504,1865,-699,399,-1366,
-467,-434,1854,-603,381,-1376,
-503,-416,1747,-358,228,-1501,
-557,-388,1731,-235,122,-1638,
-487,-355,1762,-141,33,-1679,
-458,-403,1849,-121,-77,-1681,
-364,-383,1988,-415,-108,-1495,
-344,-486,1979,-644,-68,-1353,
-352,-523,2055,-1013,-59,-1194,
-374,-609,2014,-1059,-98,-1273,
-364,-715,1948,-930,-72,-1260,
-350,-672,1985,-759,-47,-1148,
-395,-676,1932,-610,-48,-1142,
-418,-710,1884,-299,-121,-1095,
-448,-658,1971,-414,-181,-1157,
-373,-839,2054,-327,-197,-1058,
-269,-885,2159,-263,-69,-696,
-372,-857,2165,-424,28,-658,
-345,-963,2185,-438,104,-495,
-396,-947,2163,-470,160,-372,
-433,-959,2156,-479,171,-327,
-404,-944,2163,-449,209,-255,
-503,-997,2200,-519,184,-341,
-395,-1159,2200,-264,276,-106,
-425,-1001,2253,-177,342,36,
-473,-897,2250,-336,320,-15,
-434,-915,2265,-462,347,136,
-440,-951,2255,-431,364,359,
-474,-1006,2153,-162,374,596,
-522,-927,2125,68,313,708,
-532,-849,2109,122,248,763,
-552,-866,2090,144,201,851,
-545,-863,2023,207,159,990,
-602,-875,2028,170,60,965,
-528,-1009,2018,428,-17,1128,
-595,-984,1985,652,-100,1123,
-563,-992,1920,994,-210,1219,
-584,-984,1927,1173,-247,1277,
-582,-953,1855,1524,-316,1417,
-564,-777,1860,1728,-392,1524,
-524,-653,1917,1733,-464,1570,
-459,-589,1921,1772,-519,1683,
-459,-518,1905,1736,-573,1751,
-479,-562,1814,1836,-662,1849,
-521,-455,1782,1799,-792,1888,
-536,-451,1742,1735,-933,1842,
-505,-512,1699,1898,-1040,1954,
-528,-437,1671,2124,-1175,1915,
-462,-302,1715,1979,-1251,1901,
-456,-392,1695,2088,-1317,1932,
-407,-366,1684,2417,-1469,1894,
-402,-133,1729,2404,-1681,1558,
-230,-155,1804,2409,-1742,1474,
-228,-293,1766,2990,-1790,1500,
-142,25,1806,3055,-1678,1371,
-159,-32,1765,3182,-1667,1552,
-128,8,1705,3660,-1653,1453,
-54,432,1766,3318,-1553,1505,
-133,422,1751,2903,-1610,1370,
-3,325,1746,2763,-1478,1459,
-29,545,1787,2143,-1278,1497,
-61,296,1750,1854,-1146,1538,
114,223,1655,2015,-811,1659,
-240,219,1885,2192,-1089,1642,
24,561,1634,2452,-1277,1304,
175,596,1966,1907,-1074,1303,
83,98,1706,3155,-1132,1293,
139,866,1956,2476,-1126,1183,
94,468,1730,2639,-1128,1093,
112,567,1806,2650,-1111,1148,
102,710,1746,2429,-1117,1080,
143,752,1811,2300,-1077,966,
238,935,1887,1875,-974,1093,
179,1015,1860,1539,-935,929,
313,1124,1961,992,-708,905,
222,810,1942,862,-577,840,
279,772,1907,962,-418,896,
223,869,1882,799,-320,901,
166,709,1781,995,-325,835,
208,874,1795,1099,-363,692,
185,966,1856,750,-481,528,
239,720,1860,863,-513,549,
254,776,1924,1003,-500,576,
251,975,1947,716,-556,529,
289,965,1988,547,-551,356,
427,936,2038,505,-405,444,
414,989,2102,368,-276,328,
457,1079,2061,367,-177,274,
434,1301,2125,-79,-74,115,
458,1077,2068,-152,72,-13,
438,1030,2027,-61,268,47,
344,1084,1975,-53,322,-53,
323,1062,1996,-1,256,-98,
358,1048,2087,-3,220,-162,
421,977,2147,125,268,-97,
405,1058,2167,224,279,-167,
389,1243,2233,-112,205,-266,
438,1110,2235,-158,237,-361,
452,1122,2232,-216,332,-327,
358,1152,2195,-386,308,-417,
358,1112,2149,-452,324,-463,
338,1027,2163,-413,353,-510,
341,1055,2162,-401,397,-495,
269,1086,2083,-518,366,-579,
265,954,2044,-506,382,-576,
271,846,1988,-299,470,-505,
200,980,1916,-302,459,-598,
170,1004,1880,-452,403,-790,
194,878,1862,-389,404,-835,
241,994,1942,-532,462,-880,
254,1046,1953,-806,529,-929,
213,986,1915,-1005,550,-994,
207,939,1878,-1134,590,-1026,
142,980,1852,-1437,602,-1112,
181,848,1826,-1524,691,-1151,
186,865,1848,-1606,777,-1153,
146,955,1825,-1901,836,-1248,
159,825,1829,-2038,885,-1310,
141,802,1791,-2104,944,-1320,
78,841,1775,-2422,1006,-1415,
74,733,1776,-2731,1113,-1463,
91,638,1764,-2865,1280,-1455,
14,691,1811,-3170,1284,-1377,
50,582,1807,-3299,1327,-1473,
60,603,1813,-3553,1395,-1341,
