0,-256,107,1993,-251,55,45,
0,-261,104,2000,-296,55,57,
0,-243,78,2015,-239,86,69,
0,-233,37,2035,-140,74,46,
0,-229,-33,2101,94,-3,-10,
0,-215,10,2074,343,-28,-65,
0,-216,10,2036,357,9,-92,
0,-204,-18,2043,180,-5,-160,
0,-183,-34,2032,246,-39,-207,
0,-172,39,1984,401,27,-209,
0,-165,126,1936,406,120,-187,
0,-168,179,1918,317,161,-160,
0,-166,227,1874,302,208,-151,
0,-185,302,1849,338,300,-123,
0,-212,361,1890,411,329,-44,
0,-261,354,1906,332,333,99,
0,-283,380,1941,157,371,209,
0,-305,329,1998,156,326,239,
0,-320,221,2078,55,194,205,
0,-347,123,2130,-17,28,160,
0,-321,229,2037,-170,-217,-23,
0,-321,229,2037,-263,-240,-23,
0,-291,248,1965,-234,-218,19,
0,-279,200,1917,-38,-109,43,
0,-259,173,1897,212,11,7,
0,-258,193,1914,326,127,-24,
0,-252,237,1966,110,158,-7,
0,-241,261,2043,-99,88,16,
0,-242,242,2079,-265,-20,21,
0,-234,148,2123,-239,-114,-6,
0,-245,130,2146,-71,-132,-45,
0,-230,175,2193,92,-151,-74,
0,-242,203,2236,145,-213,-64,
0,-274,186,2234,63,-259,-77,
0,-284,143,2221,3,-282,-99,
0,-271,134,2178,-32,-268,-120,
0,-256,146,2123,-126,-264,-160,
0,-259,206,2064,-381,-272,-119,
0,-237,217,1997,-459,-247,-77,
0,-239,169,1986,-422,-188,-68,
0,-234,145,1993,-555,-148,-30,
0,-234,112,1974,-574,-85,12,
0,-222,99,2002,-580,-45,18,
0,-253,90,2005,-434,-65,-55,
0,-246,120,2022,-291,-52,-114,
0,-256,154,2010,-379,-67,-144,
0,-244,187,2000,-367,-40,-163,
0,-243,181,1990,-232,13,-131,
0,-251,178,1983,-218,34,-104,
0,-255,182,2003,-400,3,-57,
0,-265,182,2011,-552,-62,-40,
0,-265,121,2017,-740,-68,-29,
0,-265,117,1990,-648,-71,-45,
0,-237,108,1972,-362,-45,-75,
0,-239,62,2001,-242,-84,-99,
0,-216,67,2010,-388,-110,-121,
0,-188,75,1950,-411,-121,-141,
0,-162,81,1893,-406,-101,-124,
0,-142,81,1883,-404,-48,-97,
0,-137,64,1881,-358,10,-64,
0,-160,84,1929,-294,64,-78,
0,-194,89,1973,-218,50,-60,
0,-244,63,2047,-359,30,-51,
0,-279,46,2052,-421,-10,54,
