84,39,2070,-61,-16,3,
102,31,2058,-6,-11,11,
106,30,2064,42,-8,14,
93,29,2064,51,-19,26,
99,47,2059,15,0,23,
97,47,2054,0,12,4,
87,34,2055,10,12,-4,
82,36,2039,-3,4,-35,
97,7,2044,-4,-12,-25,
104,16,2053,-1,-1,-11,
99,32,2052,-13,10,-5,
97,44,2042,-11,20,15,
73,62,2044,-55,8,-44,
64,37,2045,-69,1,-49,
62,30,2049,-72,-7,-43,
62,5,2060,-61,-4,-10,
37,36,2061,-57,-3,-2,
35,39,2048,-39,-19,-10,
42,31,2047,19,-45,14,
56,50,2060,44,-52,-1,
61,33,2062,62,-41,-2,
66,39,2046,111,-35,25,
66,61,2047,115,-51,11,
67,69,2056,94,-51,-15,
80,60,2064,119,-38,8,
87,92,2063,78,-23,-10,
70,98,2050,12,-21,-55,
76,72,2044,1,-10,-54,
75,46,2051,-32,-7,-63,
77,30,2052,-60,11,-41,
71,17,2037,-65,4,-45,
78,7,2048,-74,-4,-39,
77,3,2052,-60,10,-32,
82,15,2054,-72,6,-11,
81,34,2053,-66,7,1,
91,32,2044,-62,19,-4,
83,42,2052,-72,11,-10,
92,50,2053,-58,25,-17,
89,56,2058,-39,28,-20,
82,54,2055,-35,21,-32,
76,45,2056,-36,16,-36,
62,14,2046,-21,11,-19,
74,25,2055,-19,16,13,
74,45,2055,-44,27,-1,
65,36,2048,-29,25,3,
65,38,2048,-13,30,10,
58,51,2041,-46,12,-22,
67,26,2047,-43,5,-25,
86,21,2051,-37,10,-4,
72,23,2053,-35,12,-1,
84,10,2046,17,23,42,
98,39,2052,2,25,55,
89,81,2051,-44,25,5,
93,63,2048,-48,20,-5,
101,67,2047,-88,21,-32,
109,66,2045,-151,34,-53,
113,47,2046,-176,47,-52,
107,29,2056,-185,58,-51,
97,26,2053,-149,65,-36,
82,22,2045,-120,64,-29,
85,20,2052,-103,40,-22,
83,35,2065,-103,31,-52,
98,14,2067,-50,38,-39,
94,8,2061,23,25,-29,
91,6,2056,66,19,-42,
89,0,2054,96,3,-14,
96,32,2051,97,3,6,
92,33,2049,80,3,12,
88,51,2047,56,15,17,
78,49,2043,31,14,-17,
69,26,2041,44,18,-23,
66,22,2048,36,18,-35,
66,30,2045,-22,27,-45,
61,19,2039,-46,30,-49,
55,0,2042,-84,18,-49,
54,14,2052,-95,21,-48,
71,11,2052,-96,29,-59,
76,-33,2052,-53,27,-21,
72,-11,2052,3,36,15,
61,11,2052,6,35,15,
67,2,2048,26,20,9,
72,4,2057,47,26,29,
65,51,2053,7,41,26,
65,50,2043,-53,32,-21,
62,38,2049,-50,31,-14,
74,38,2042,-62,40,-25,
86,29,2051,-72,45,-25,
77,35,2056,-67,46,-6,
88,42,2055,-55,48,-14,
92,51,2057,-43,47,-14,
89,71,2057,-57,53,-65,
90,53,2057,-58,45,-65,
71,54,2047,-62,56,-60,
66,66,2056,-83,54,-68,
50,48,2044,-114,42,-82,
57,4,2042,-89,34,-64,
71,2,2060,-53,29,-40,
